Id,PersonId,Name,MetadataDateSent,clean_email,raw_email,scores_nltk,pred_nltk,scores_TextBlob,pred_TextBlob,same,topic,topic_0,topic_1,topic_2
202,32,Cheryl Mills,2012-11-14T05:00:00+00:00,Thursday January PM Re latest intel libyan conflicts leaders militias Sid Thanks as always and Happy New Year,"H <hrod17@clintonemail.com> Thursday January 5 2012 5:22 PM B6 Re: H: latest intel libyan conflicts, leaders & militias. Sid Thanks, as always, and Happy New Year! _",0.6124,positive,0.40909090909090906,positive,1.0,topic_1,0.2938644091700115,0.5889774113144829,0.11715817951550556
226,87,Jake Sullivan,2012-01-23T05:00:00+00:00,US Department of State Case No Doc No Date STATE DEPT PRODUCED TO HOUSE SELECT BENGHAZI COMM SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION REDACTIONS NO FOIA WAIVER RELEASE IN PART BB,"U.S. Department of State Case No. F-2015-04841 Doc No. C05739817 Date: 05/13/2015 STATE DEPT. - PRODUCED TO HOUSE SELECT BENGHAZI COMM. SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. RELEASE IN PART B5,B6",-0.34,negative,-0.033333333333333326,negative,1.0,topic_0,0.8453005863419916,0.06631113707926539,0.08838827657874301
235,124,Lona Valmoro,2012-11-25T05:00:00+00:00,US Department of State Case No Doc No Date STATE DEPT PRODUCED TO HOUSE SELECT BENGHAZI COMM SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION REDACTIONS NO FOIA WAIVER RELEASE IN PART BB,"U.S. Department of State Case No. F-2015-04841 Doc No. C05739823 Date: 05/13/2015 STATE DEPT. - PRODUCED TO HOUSE SELECT BENGHAZI COMM. SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. RELEASE IN PART B5,B6",-0.34,negative,-0.033333333333333326,negative,1.0,topic_0,0.8453005863419916,0.06631113707926539,0.08838827657874301
245,216,William Burns,2012-12-20T05:00:00+00:00,Monday January PM Fw good hetet internal Libya Sid hrc memo libya internal strife cioa Fyi as usual distribute as you determine,"H ehrod17@elintonemail.come Monday, January 23, 2012 1:41 PM 'sullivanjj@state.gov' Fw: H: V good hetet internal Libya. Sid hrc memo libya internal strife 012312.cioa Fyi, as usual distribute as you determine.",0.5719,positive,0.1125,positive,1.0,topic_1,0.17801626295098266,0.7495379973927384,0.0724457396562788
249,201,Thomas Nides,2012-12-20T05:00:00+00:00,Id like to see Molho and Laurene From Valmoro Lona mailto Sent Sunday November AM Eastern Standard Time To Cc Abedin Hume AbedinHstategov Huma Abedin Valmoro Lona gov Subject Schedule MS please find below tomorrows final draft Two items to mention David Hale may ask you to see Issac Molho he is likely in town tomorrow Secondly Laurerie Jobs has asked to see you on Monday or Tuesday She has just returned from overseas travel and would like to check in Thank you Lona am DEPART Private Residence En route State Department drive time minutes am ARRIVE State Department am PRESIDENTIAL DAILY BRIEFING am Secretarys Office am DAILY SENIOR STAFF MEETING am Secretarys Conference Room am MONDAY MEETING wASSISTANT SECRETARIES am Principals Conference Room am PHOTOS am Treaty Room Staff Claire Floor Blue Coats and Families Joel Wiegert and Family departing Staff Heidi Crebo Rediker and Family am OFFICE TIME pm Secretarys Office pm PHOTOS pm Treaty Room Staff Claire Webster University DC Region people th Floor Blue Coats and Families pm DEPART State Department En route White House US Department of State Case No Doc No STATE DEPT PRODUCED TO HOUSE SELECT BENGHAZI COMM Date SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION REDACTIONS NO FOIA WAIVER STATE SCB US Department of State Case No Doc No Date STATE DEPT PRODUCED TO HOUSE SELECT BENGHAZI COMM SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION REDACTIONS NO FOIA WAIVER drive time minutes pm ARRIVE White House pm pm White House Situation Room Contact Caroline Krency Office CLOSED PRESS Note US Pat Kennedy to attend as plus one for State pm DEPART White House En route State Department drive time minutes pm ARRIVE State Department pm OFFICE TIME pm Secretarys Office pm DEPART State Department En route Private Residence drive time minutes pm ARRIVE Private Residence HRC RON Washington DC WJC RON Chappaqua NY Weather Washington DC Mostly sunny Lona Vairrinre Special Assistant to Secretary Hillary Rodham Clinton direct US Department of State Case No Doc No Date STATE DEPT PRODUCED TO HOUSE SELECT BENGHAZI COMM SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION REDACTIONS NO FOIA WAIVER STATE SCB,"I'd like to see Molho and Laurene. .... . .. ._.. From Valmoro, Lona 3 {mailto:ValmoroU@state.gov] Sent: Sunday, November 25, 2012 07:48 AM Eastern Standard Time To: H Cc: Abedin, Hume <AbedinH©state.gov›; Huma Abedin; Valmoro, Lona 3 <Valmoroli@state,gov> Subject: Schedule MS, please find below tomorrow's final draft. Two items to mention — David Hale may ask you to see Issac Molho, he is likely in town tomorrow. Secondly, Laurerie Jobs has asked to see you on Monday or Tuesday. She has just returned from overseas travel and would like to check in Thank you -- Lona 8:25 am DEPART Private Residence En route State Department [drive time: 10 minutes] 8:35 am ARRIVE State Department 8:35 am PRESIDENTIAL DAILY BRIEFING 8:40 am Secretary's Office 8:45 am DAILY SENIOR STAFF MEETING 9.15 am Secretary's Conference Room 9:15 am MONDAY MEETING w/ASSISTANT SECRETARIES 10:00 am Principals Conference Room 7516 10:00 am PHOTOS 10:15 am Treaty Room Staff: Claire 70, Floor ""Blue Coats and Families Joel Wiegert and Family, departing E Staff - Heidi Crebo-Rediker and Family 10:15 am OFFICE TIME 2:00 pm Secretary's Office 2:00 pm PHOTOS 2:15 pm Treaty Room Staff. Claire - Webster University, DC Region (14 people) - 7th Floor ""Blue Coats' and Families 2:25 pm DEPART State Department En route White House U.S. Department of State Case No. F-2015-04841 Doc No. C05739834 STATE DEPT. - PRODUCED TO HOUSE SELECT BENGHAZI COMM. Date: 05/13/2015 SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. STATE-SCB0045808 U.S. Department of State Case No. F-2015-04841 Doc No. C05739834 Date: 05/13/2015 STATE DEPT. - PRODUCED TO HOUSE SELECT BENGHAZI COMM. SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. [drive time: 5 minutes] 2:30 pm ARRIVE White House 2:35 pm B5 3:20 pm White House Situation Room Contact: Caroline Krency Office 202-456-6317, B6 CLOSED PRESS Note: U/S Pat Kennedy to attend as plus one for State. 3:25 pm DEPART White House En route State Department [drive time: 5 minutes], 3:30 pm ARRIVE State Department 3:30 pm OFFICE TIME 6:00 pm Secretary's Office 6:00 pm DEPART State Department En route Private Residence [drive time: 10 minutes] 6:10 pm ARRIVE Private Residence HRC RON Washington, DC WJC RON Chappaqua, NY Weather: Washington, DC: Mostly sunny, 54/39. Lona Vairrinre Special Assistant to Secretary Hillary Rodham Clinton (202) 647-9071 (direct) U.S. Department of State Case No. F-2015-04841 Doc No. C05739834 Date: 05/13/2015 STATE DEPT. - PRODUCED TO HOUSE SELECT BENGHAZI COMM. SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. STATE-SCB0045809",0.7964,positive,0.01886446886446887,positive,1.0,topic_0,0.6929493169506465,0.26420510458677104,0.042845578462582384
258,87,Jake Sullivan,2012-02-21T05:00:00+00:00,Friday January AM Russorvstategov Fw good Intel internal Libya Sid hrc memo libya internal strife dooc Pis print,"H <hrod17@clintonemail.com> Friday, January 27, 2012 7:15 AM 'Russorv©state.gov' Fw: H: V good Intel internal Libya. Sid hrc memo libya internal strife 012312.dooc Pis print.",0.4404,positive,0.2333333333333333,positive,1.0,topic_1,0.4387286126609645,0.4817788246576574,0.0794925626813781
272,87,Jake Sullivan,2012-07-04T04:00:00+00:00,Friday March AM Fw France UK behind Libya breakup Sid hrc libya breakupfrancetuk behind split docx This one strains credulity What do you think,"H <hrod17@clintonemailcom> Friday, March 9, 2012 7:40 AM 'sullivanjj@state.gov' Fw: H: France 8t UK behind Libya breakup. Sid hrc libya breakup.france8tuk behind split 030812.docx This one strains credulity. What do you think?",-0.29600000000000004,negative,-0.4,negative,1.0,topic_0,0.7321558735760985,0.194142384004371,0.0737017424195305
278,87,Jake Sullivan,2012-08-24T04:00:00+00:00,US Department of State Case No Doc No Date STATE DEPT PRODUCED TO HOUSE SELECT BENGHAZI COMM SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION REDACTIONS NO FOIA WAIVER RELEASE IN PART,B6 U.S. Department of State Case No. F-2015-04841 Doc No. C05739885 Date: 05/13/2015 STATE DEPT. - PRODUCED TO HOUSE SELECT BENGHAZI COMM. SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. RELEASE IN PART B6,-0.34,negative,-0.033333333333333326,negative,1.0,topic_0,0.8478587206138045,0.06818868560848647,0.0839525937777091
282,87,Jake Sullivan,2012-08-28T04:00:00+00:00,Very interesting,Very interesting.,0.4576,positive,0.65,positive,1.0,topic_0,0.6583458310621032,0.16755026643042392,0.17410390250747293
285,87,Jake Sullivan,2012-09-11T04:00:00+00:00,If true this is encouraging Should consider passing to Israelis,"If true, this is encouraging. Should consider passing to Israelis.",0.7351,positive,0.35,positive,1.0,topic_0,0.7824016484115642,0.1088519277997214,0.1087464237887144
287,32,Cheryl Mills,2012-09-11T04:00:00+00:00,Tuesday September AM Huma Aleedin Request Can you get us copy of Bernard Henri Levis film about Libya think Harvey made it and showed it at Cannes last spring US Department of State Case No Doc No Date STATE DEPT PRODUCED TO HOUSE SELECT BENGHAZI COMM SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION REDACTIONS NO FOIA WAIVER STATE CB,"H <hrod17@clintonernail.com> Tuesday, September 11, 2012 5:50 AM Huma Aleedin B6 Request Can you get us a copy of Bernard Henri-Levi's film about Libya? I think Harvey made it and showed it at Cannes last spring. U.S. Department of State Case No. F-2015-04841 Doc No. C05739894 Date: 05/13/2015 STATE DEPT. - PRODUCED TO HOUSE SELECT BENGHAZI COMM. SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. STATE-5CB0045227",-0.34,negative,-0.022222222222222216,negative,1.0,topic_0,0.8512697086382067,0.09248066375679134,0.05624962760500201
298,32,Cheryl Mills,2009-04-15T04:00:00+00:00,Ok,Ok.,0.29600000000000004,positive,0.5,positive,1.0,topic_1,0.16670708093985628,0.6665908045641527,0.166702114495991
300,32,Cheryl Mills,2009-04-16T04:00:00+00:00,Lets do Patsy Im ready,Let's do Patsy. I'm ready.,0.3612,positive,0.2,positive,1.0,topic_2,0.12609226261150072,0.14319548141906566,0.7307122559694336
301,116,Lauren Jiloty,2009-04-17T04:00:00+00:00,Sounds good,Sounds good.,0.4404,positive,0.7,positive,1.0,topic_2,0.1397062072781561,0.1413487348447881,0.7189450578770556
306,87,Jake Sullivan,2009-04-21T04:00:00+00:00,Lets just go,Let's just go w,0.0,neutural,0.0,neutural,1.0,topic_2,0.16758479200187784,0.17806528085338108,0.6543499271447409
306,264,jake.sullivar,2009-04-21T04:00:00+00:00,had asked for snapshot of statistics about Dept and AID facts and figures Can you have one for me this am so can see what else should be in it,I had asked for a snapshot of statistics about Dept and AID--facts and figures. Can you have one for me this am so I can see what else should be in it?,0.0,neutural,0.0,neutural,1.0,topic_2,0.19531698641614387,0.09761278841224913,0.707070225171607
309,81,Huma Abedin,2009-04-21T04:00:00+00:00,Ok to all,Ok to all.,0.29600000000000004,positive,0.5,positive,1.0,topic_1,0.16670708093985628,0.6665908045641527,0.166702114495991
312,81,Huma Abedin,2009-04-21T04:00:00+00:00,Will be called at,Will I be called at 9:15?,0.0,neutural,0.0,neutural,1.0,topic_0,0.3333333333333333,0.3333333333333333,0.3333333333333333
313,87,Jake Sullivan,2009-04-23T04:00:00+00:00,Thursday April AM JakeSullivar Testimony,"H <hrod17@clintonemail.com> Thursday, April 23, 2009 6:44 AM 'Jake.Sullivar Testimony",0.0,neutural,0.0,neutural,1.0,topic_2,0.12190704309086615,0.3848246404296146,0.4932683164795193
315,32,Cheryl Mills,2009-04-24T04:00:00+00:00,Have you discussed Bill Burns and Steve Bosworth,Have you discussed w Bill Burns and Steve Bosworth?,0.0,neutural,0.0,neutural,1.0,topic_0,0.6725076905250533,0.13705205024913536,0.1904402592258112
318,267,michele.fl,2009-04-27T04:00:00+00:00,Michele look forward to getting together to discuss number of issues Thanks for following up Jackie Newmyer Her email All the best Hillary,"Michele, I look forward to getting together to discuss a number of issues. Thanks for following up w Jackie Newmyer. Her email: All the best, Hillary",0.8126,positive,0.4,positive,1.0,topic_2,0.0749519984448609,0.08748916450187781,0.8375588370532614
319,32,Cheryl Mills,2009-04-28T04:00:00+00:00,Did you get anything from him See below,Did you get anything from him? See below.,0.0,neutural,0.0,neutural,1.0,topic_0,0.3333333333333333,0.3333333333333333,0.3333333333333333
320,32,Cheryl Mills,2009-04-28T04:00:00+00:00,Can we do tomorrow around,Can we do tomorrow around 9?,0.0,neutural,0.0,neutural,1.0,topic_1,0.16678692729473915,0.6634980493911113,0.16971502331414948
323,32,Cheryl Mills,2009-04-28T04:00:00+00:00,They are meeting at State so its easy to do We should schedule Lets discuss today,They are meeting at State so it's easy to do. We should schedule. Let's discuss today.,0.4902,positive,0.43333333333333335,positive,1.0,topic_2,0.1112810957952176,0.10643732742798608,0.7822815767767963
324,32,Cheryl Mills,2009-04-29T04:00:00+00:00,What are you thinking,What are you thinking?,0.0,neutural,0.0,neutural,1.0,topic_1,0.17204580446129872,0.6510476937758208,0.1769065017628805
325,32,Cheryl Mills,2009-05-02T04:00:00+00:00,Thats great,That's great!,0.6249,positive,0.8,positive,1.0,topic_1,0.17283852974270902,0.653627592978672,0.17353387727861905
326,81,Huma Abedin,2009-05-02T04:00:00+00:00,Are you at the planning meeting Holbrooke and Patraeus Also have you seen the readout from my Karzai call Has Holbrooke Whats the feedback,"Are you at the planning meeting w Holbrooke and Patraeus? Also, have you seen the readout from my Karzai call? Has Holbrooke? What's the feedback?",0.0,neutural,0.0,neutural,1.0,topic_1,0.09678312220194164,0.8005030156715953,0.102713862126463
327,87,Jake Sullivan,2009-05-02T04:00:00+00:00,How late could come tomorrow if you were able to move things would like to take the or shuttle or even later if possible,How late could I come tomorrow if you were able to move things? I would like to take the 11 or B6 12 shuttle or even later if possible.,0.3612,positive,0.05,positive,1.0,topic_1,0.08697790218924421,0.7874410795325809,0.12558101827817486
328,124,Lona Valmoro,2009-05-02T04:00:00+00:00,If we can clear schedule tomorrow thats best but dont want to offend the Armenians or Azeris Can you send me what Tues Fri would look like if we did that Also we have the Trilateral plus Lavrov,If we can clear schedule tomorrow that's best but I don't want to offend the Armenians or Azeris. Can you send me what Tues-Fri would look like if we did that? Also we have the Trilateral plus Lavrov,0.8248,positive,0.55,positive,1.0,topic_2,0.07047618652244253,0.09594492831340262,0.8335788851641549
329,124,Lona Valmoro,2009-05-03T04:00:00+00:00,Pls find copy of the movie Pray the Devil Back to Hell about the war in Liberia Add Gloria Steinem to my call list Pls find copy of the new Mary Pipher book Seeking Peace Chronicles of the Worst Buddhist in the World,"Pls find a copy of the movie ""Pray the Devil Back to Hell"" about the war in Liberia. Add Gloria Steinem to my call list. Pls find a copy of the new Mary Pipher book, ""Seeking Peace: Chronicles of the Worst Buddhist in the World.""",-0.9118,negative,-0.2878787878787879,negative,1.0,topic_1,0.07114773768816075,0.8555896927135865,0.0732625695982528
331,87,Jake Sullivan,2009-05-04T04:00:00+00:00,Do you know anything about this from any angle,Do you know anything about this--from any angle?,0.0,neutural,0.0,neutural,1.0,topic_2,0.14526368710661447,0.14492845079615485,0.7098078620972307
331,264,jake.sullivar,2009-05-04T04:00:00+00:00,Is he back in the country Does it need to be secure,Is he back in the country? Does it need to be secure?,0.34,positive,0.2,positive,1.0,topic_1,0.15072458099713731,0.7196236682111447,0.1296517507917181
332,116,Lauren Jiloty,2009-05-04T04:00:00+00:00,Monday May PM JakeSulliva Re Kazakhstan ii at Ok me India raised issues that this doesnt,"H <hrod17@clintonemail.com> Monday, May 4, 2009 4:08 PM 'Jake.Sulliva Re: Kazakhstan ii at Ok w me. India raised issues that this doesn't.",0.29600000000000004,positive,0.5,positive,1.0,topic_1,0.08650219340569207,0.8215396433651914,0.0919581632291166
333,274,habedin,2009-05-04T04:00:00+00:00,know sad,I know. S000 sad.,-0.4767,negative,-0.5,negative,1.0,topic_2,0.14294817241757618,0.14281827169731154,0.7142335558851122
333,124,Lona Valmoro,2009-05-04T04:00:00+00:00,Pis do followup as indicated Condolence letter to from NC on loss of his mother Congrats note to Alan Bersin the new border czar and old friend of mine Call List adds Ellen Chesler Jeff Romanoff from UPMC at Shearer Sim Farar at Rendells request Hassan Nemazee Derek Has Rob done TV notes from this last trip to the officials the Iraqi women etc,"Pis do followup as indicated: Condolence letter to from NC on loss of his mother Congrats note to Alan Bersin the new border czar and old friend of mine Call List adds: Ellen Chesler; Jeff Romanoff from UPMC at Shearer, Sim Farar, at Rendell's request; Hassan Nemazee, Derek Has Rob done TV notes from this last trip to the officials, the Iraqi women etc",0.1779,positive,0.07878787878787878,positive,1.0,topic_2,0.1856625755067764,0.07078238456758966,0.743555039925634
334,32,Cheryl Mills,2009-05-04T04:00:00+00:00,What happened our plans for this Theres nothing about it on my schedule so assume nothing is happening,What happened w our plans for this? There's nothing about it on my schedule so I assume nothing is happening.,0.0,neutural,0.0,neutural,1.0,topic_2,0.13517805659966495,0.12119532426410047,0.7436266191362345
334,275,cheryl.mills jake.sullivan,2009-05-04T04:00:00+00:00,Lets wait until next week,Let's wait until next week.,0.0,neutural,0.0,neutural,1.0,topic_0,0.3961358799133307,0.22034859147621386,0.3835155286104554
335,81,Huma Abedin,2009-05-04T04:00:00+00:00,How did your dinner Paul go When will we know,How did your dinner w Paul go? When will we know?,0.0,neutural,0.0,neutural,1.0,topic_0,0.6523504336497374,0.13260496711751033,0.21504459923275215
336,87,Jake Sullivan,2009-05-04T04:00:00+00:00,Ok,Ok,0.29600000000000004,positive,0.5,positive,1.0,topic_1,0.16670708093985628,0.6665908045641527,0.166702114495991
337,32,Cheryl Mills,2009-05-04T04:00:00+00:00,Pls have Margaret contact her to guage interest She would have to give up lot If interested she should come in,"Pls have Margaret contact her to guage interest. She would have to give up a lot. If interested, she should come in.",0.7184,positive,0.25,positive,1.0,topic_1,0.11864486235373373,0.7628717746458951,0.11848336300037128
